Stratum,Area,Transect,Length,Lake,LakeCode
10-May,1433,Transect10,1710,NA,10
10-May,1433,Transect11,710,NA,10
10-May,1433,Transect12,1355,NA,10
10-May,1433,Transect13,1825,NA,10
10-May,1433,Transect14,1580,NA,10
10-May,1433,Transect15,680,NA,10
10-May,1433,Transect16,855,NA,10
15-Oct,1385,Transect1,990,NA,10
15-Oct,1385,Transect2,2150,NA,10
15-Oct,1385,Transect3,1445,NA,10
15-Oct,1385,Transect4,925,NA,10
15-Oct,1385,Transect5,1620,NA,10
15-Oct,1385,Transect6,1545,NA,10
15-Oct,1385,Transect7,760,NA,10
15-Oct,1385,Transect8,760,NA,10
15-Oct,1385,Transect9,1545,NA,10
15-Oct,1385,Transect10,1670,NA,10
15-Oct,1385,Transect11,690,NA,10
15-Oct,1385,Transect12,1330,NA,10
15-Oct,1385,Transect13,1800,NA,10
15-Oct,1385,Transect14,1550,NA,10
15-Oct,1385,Transect15,665,NA,10
15-Oct,1385,Transect16,830,NA,10
15-20,1315,Transect1,960,NA,10
15-20,1315,Transect2,2150,NA,10
15-20,1315,Transect3,1415,NA,10
15-20,1315,Transect4,905,NA,10
15-20,1315,Transect5,1595,NA,10
15-20,1315,Transect6,1485,NA,10
15-20,1315,Transect7,725,NA,10
15-20,1315,Transect8,725,NA,10
15-20,1315,Transect9,1485,NA,10
15-20,1315,Transect10,1620,NA,10
15-20,1315,Transect11,660,NA,10
15-20,1315,Transect12,1295,NA,10
15-20,1315,Transect13,1780,NA,10
15-20,1315,Transect14,1520,NA,10
15-20,1315,Transect15,650,NA,10
15-20,1315,Transect16,805,NA,10
20-30,1100,Transect1,900,NA,10
20-30,1100,Transect2,2075,NA,10
20-30,1100,Transect3,1370,NA,10
20-30,1100,Transect4,870,NA,10
20-30,1100,Transect5,1545,NA,10
20-30,1100,Transect6,1440,NA,10
20-30,1100,Transect7,675,NA,10
20-30,1100,Transect8,675,NA,10
20-30,1100,Transect9,1440,NA,10
20-30,1100,Transect10,1575,NA,10
20-30,1100,Transect11,630,NA,10
20-30,1100,Transect12,1240,NA,10
20-30,1100,Transect13,1705,NA,10
20-30,1100,Transect14,1470,NA,10
20-30,1100,Transect15,625,NA,10
20-30,1100,Transect16,775,NA,10
30-40,980,Transect1,855,NA,10
30-40,980,Transect2,2020,NA,10
30-40,980,Transect3,1335,NA,10
30-40,980,Transect4,805,NA,10
30-40,980,Transect5,1465,NA,10
30-40,980,Transect6,1365,NA,10
30-40,980,Transect7,600,NA,10
30-40,980,Transect8,600,NA,10
30-40,980,Transect9,1365,NA,10
30-40,980,Transect10,1530,NA,10
30-40,980,Transect11,600,NA,10
30-40,980,Transect12,1180,NA,10
30-40,980,Transect13,1635,NA,10
30-40,980,Transect14,1390,NA,10
30-40,980,Transect15,575,NA,10
30-40,980,Transect16,725,NA,10
05-Feb,1058,Transect1,645,KITLOPE,17
05-Feb,1058,Transect2,1281,KITLOPE,17
05-Feb,1058,Transect3,1140,KITLOPE,17
05-Feb,1058,Transect4,912,KITLOPE,17
05-Mar,1058,Transect1,645,KITLOPE,17
05-Mar,1058,Transect2,1281,KITLOPE,17
05-Mar,1058,Transect3,1140,KITLOPE,17
05-Mar,1058,Transect4,912,KITLOPE,17
10-May,930,Transect1,601,KITLOPE,17
10-May,930,Transect2,1278,KITLOPE,17
10-May,930,Transect3,1134,KITLOPE,17
10-May,930,Transect4,895,KITLOPE,17
15-Oct,889,Transect1,518,KITLOPE,17
15-Oct,889,Transect2,1263,KITLOPE,17
15-Oct,889,Transect3,1122,KITLOPE,17
15-Oct,889,Transect4,879,KITLOPE,17
15-20,841,Transect1,441,KITLOPE,17
15-20,841,Transect2,1246,KITLOPE,17
15-20,841,Transect3,1115,KITLOPE,17
15-20,841,Transect4,845,KITLOPE,17
20-30,744,Transect1,350,KITLOPE,17
20-30,744,Transect2,1217,KITLOPE,17
20-30,744,Transect3,1097,KITLOPE,17
20-30,744,Transect4,812,KITLOPE,17
30-40,655,Transect1,221,KITLOPE,17
30-40,655,Transect2,1182,KITLOPE,17
30-40,655,Transect3,1073,KITLOPE,17
30-40,655,Transect4,754,KITLOPE,17
40-50,628,Transect1,0,KITLOPE,17
40-50,628,Transect2,1141,KITLOPE,17
40-50,628,Transect3,1042,KITLOPE,17
40-50,628,Transect4,688,KITLOPE,17
50-60,577,Transect1,0,KITLOPE,17
50-60,577,Transect2,1100,KITLOPE,17
50-60,577,Transect3,1017,KITLOPE,17
50-60,577,Transect4,580,KITLOPE,17
60-70,510,Transect1,0,KITLOPE,17
60-70,510,Transect2,1054,KITLOPE,17
60-70,510,Transect3,981,KITLOPE,17
60-70,510,Transect4,0,KITLOPE,17
05-Feb,3450,Transect1,1665,NA,10
05-Feb,3450,Transect2,1930,NA,10
05-Feb,3450,Transect3,2285,NA,10
05-Feb,3450,Transect4,1830,NA,10
05-Feb,3450,Transect5,1975,NA,10
05-Feb,3450,Transect6,3680,NA,10
05-Feb,3450,Transect7,2330,NA,10
05-Feb,3450,Transect8,2330,NA,10
05-Feb,3450,Transect9,3585,NA,10
05-Feb,3450,Transect10,1975,NA,10
05-Feb,3450,Transect11,1830,NA,10
05-Feb,3450,Transect12,1755,NA,10
05-Feb,3450,Transect13,1930,NA,10
05-Feb,3450,Transect14,1015,NA,10
05-Feb,3450,Transect15,1900,NA,10
05-Mar,3450,Transect1,1665,NA,10
05-Mar,3450,Transect2,1930,NA,10
05-Mar,3450,Transect3,2285,NA,10
05-Mar,3450,Transect4,1830,NA,10
05-Mar,3450,Transect5,1975,NA,10
05-Mar,3450,Transect6,3680,NA,10
05-Mar,3450,Transect7,2330,NA,10
05-Mar,3450,Transect8,2330,NA,10
05-Mar,3450,Transect9,3585,NA,10
05-Mar,3450,Transect10,1975,NA,10
05-Mar,3450,Transect11,1830,NA,10
05-Mar,3450,Transect12,1755,NA,10
05-Mar,3450,Transect13,1930,NA,10
05-Mar,3450,Transect14,1015,NA,10
05-Mar,3450,Transect15,1900,NA,10
10-May,3130,Transect1,1645,NA,10
10-May,3130,Transect2,1905,NA,10
10-May,3130,Transect3,2260,NA,10
10-May,3130,Transect4,1790,NA,10
10-May,3130,Transect5,1885,NA,10
10-May,3130,Transect6,3225,NA,10
10-May,3130,Transect7,2055,NA,10
10-May,3130,Transect8,2055,NA,10
10-May,3130,Transect9,3185,NA,10
10-May,3130,Transect10,1885,NA,10
10-May,3130,Transect11,1790,NA,10
10-May,3130,Transect12,1730,NA,10
10-May,3130,Transect13,1905,NA,10
10-May,3130,Transect14,1000,NA,10
10-May,3130,Transect15,1870,NA,10
15-Oct,2810,Transect1,1625,NA,10
15-Oct,2810,Transect2,1865,NA,10
15-Oct,2810,Transect3,2225,NA,10
15-Oct,2810,Transect4,1745,NA,10
15-Oct,2810,Transect5,1785,NA,10
15-Oct,2810,Transect6,2365,NA,10
15-Oct,2810,Transect7,1755,NA,10
15-Oct,2810,Transect8,1755,NA,10
15-Oct,2810,Transect9,2635,NA,10
15-Oct,2810,Transect10,1785,NA,10
15-Oct,2810,Transect11,1745,NA,10
15-Oct,2810,Transect12,1705,NA,10
15-Oct,2810,Transect13,1865,NA,10
15-Oct,2810,Transect14,985,NA,10
15-Oct,2810,Transect15,1840,NA,10
15-20,2530,Transect1,1605,NA,10
15-20,2530,Transect2,1820,NA,10
15-20,2530,Transect3,2200,NA,10
15-20,2530,Transect4,1705,NA,10
15-20,2530,Transect5,1690,NA,10
15-20,2530,Transect6,1810,NA,10
15-20,2530,Transect7,1325,NA,10
15-20,2530,Transect8,1325,NA,10
15-20,2530,Transect9,2305,NA,10
15-20,2530,Transect10,1690,NA,10
15-20,2530,Transect11,1705,NA,10
15-20,2530,Transect12,1680,NA,10
15-20,2530,Transect13,1820,NA,10
15-20,2530,Transect14,965,NA,10
15-20,2530,Transect15,1805,NA,10
20-30,1885,Transect1,1570,NA,10
20-30,1885,Transect2,1615,NA,10
20-30,1885,Transect3,2145,NA,10
20-30,1885,Transect4,1615,NA,10
20-30,1885,Transect5,1545,NA,10
20-30,1885,Transect6,873,NA,10
20-30,1885,Transect7,505,NA,10
20-30,1885,Transect8,505,NA,10
20-30,1885,Transect9,1795,NA,10
20-30,1885,Transect10,1545,NA,10
20-30,1885,Transect11,1615,NA,10
20-30,1885,Transect12,1630,NA,10
20-30,1885,Transect13,1615,NA,10
20-30,1885,Transect14,940,NA,10
20-30,1885,Transect15,1765,NA,10
30-40,1420,Transect1,1530,NA,10
30-40,1420,Transect2,1355,NA,10
30-40,1420,Transect3,2075,NA,10
30-40,1420,Transect4,1470,NA,10
30-40,1420,Transect5,720,NA,10
30-40,1420,Transect6,220,NA,10
30-40,1420,Transect7,0,NA,10
30-40,1420,Transect8,0,NA,10
30-40,1420,Transect9,640,NA,10
30-40,1420,Transect10,720,NA,10
30-40,1420,Transect11,1470,NA,10
30-40,1420,Transect12,1530,NA,10
30-40,1420,Transect13,1355,NA,10
30-40,1420,Transect14,910,NA,10
30-40,1420,Transect15,1695,NA,10
05-Feb,584,Transect1,427,Khtada,236
05-Feb,584,Transect2,439,Khtada,236
05-Feb,584,Transect3,892,Khtada,236
05-Feb,584,Transect4,733,Khtada,236
05-Feb,584,Transect5,856,Khtada,236
05-Feb,584,Transect6,318,Khtada,236
05-Feb,584,Transect7,131,Khtada,236
05-Feb,584,Transect8,372,Khtada,236
05-Feb,584,Transect9,307,Khtada,236
05-Feb,584,Transect10,401,Khtada,236
05-Feb,584,Transect11,207,Khtada,236
05-Feb,584,Transect12,430,Khtada,236
05-Feb,584,Transect13,659,Khtada,236
05-Feb,584,Transect14,358,Khtada,236
05-Mar,584,Transect1,427,Khtada,236
05-Mar,584,Transect2,439,Khtada,236
05-Mar,584,Transect3,892,Khtada,236
05-Mar,584,Transect4,733,Khtada,236
05-Mar,584,Transect5,856,Khtada,236
05-Mar,584,Transect6,318,Khtada,236
05-Mar,584,Transect7,131,Khtada,236
05-Mar,584,Transect8,372,Khtada,236
05-Mar,584,Transect9,307,Khtada,236
05-Mar,584,Transect10,401,Khtada,236
05-Mar,584,Transect11,207,Khtada,236
05-Mar,584,Transect12,430,Khtada,236
05-Mar,584,Transect13,659,Khtada,236
05-Mar,584,Transect14,358,Khtada,236
10-May,570,Transect1,410,Khtada,236
10-May,570,Transect2,422,Khtada,236
10-May,570,Transect3,867,Khtada,236
10-May,570,Transect4,714,Khtada,236
10-May,570,Transect5,834,Khtada,236
10-May,570,Transect6,292,Khtada,236
10-May,570,Transect7,126,Khtada,236
10-May,570,Transect8,355,Khtada,236
10-May,570,Transect9,299,Khtada,236
10-May,570,Transect10,389,Khtada,236
10-May,570,Transect11,202,Khtada,236
10-May,570,Transect12,421,Khtada,236
10-May,570,Transect13,650,Khtada,236
10-May,570,Transect14,353,Khtada,236
15-Oct,550,Transect1,387,Khtada,236
15-Oct,550,Transect2,390,Khtada,236
15-Oct,550,Transect3,850,Khtada,236
15-Oct,550,Transect4,692,Khtada,236
15-Oct,550,Transect5,815,Khtada,236
15-Oct,550,Transect6,274,Khtada,236
15-Oct,550,Transect7,121,Khtada,236
15-Oct,550,Transect8,345,Khtada,236
15-Oct,550,Transect9,292,Khtada,236
15-Oct,550,Transect10,379,Khtada,236
15-Oct,550,Transect11,197,Khtada,236
15-Oct,550,Transect12,413,Khtada,236
15-Oct,550,Transect13,636,Khtada,236
15-Oct,550,Transect14,345,Khtada,236
15-20,535,Transect1,367,Khtada,236
15-20,535,Transect2,366,Khtada,236
15-20,535,Transect3,829,Khtada,236
15-20,535,Transect4,671,Khtada,236
15-20,535,Transect5,793,Khtada,236
15-20,535,Transect6,257,Khtada,236
15-20,535,Transect7,115,Khtada,236
15-20,535,Transect8,334,Khtada,236
15-20,535,Transect9,282,Khtada,236
15-20,535,Transect10,369,Khtada,236
15-20,535,Transect11,190,Khtada,236
15-20,535,Transect12,406,Khtada,236
15-20,535,Transect13,625,Khtada,236
15-20,535,Transect14,331,Khtada,236
20-30,506,Transect1,316,Khtada,236
20-30,506,Transect2,306,Khtada,236
20-30,506,Transect3,787,Khtada,236
20-30,506,Transect4,635,Khtada,236
20-30,506,Transect5,755,Khtada,236
20-30,506,Transect6,223,Khtada,236
20-30,506,Transect7,106,Khtada,236
20-30,506,Transect8,314,Khtada,236
20-30,506,Transect9,263,Khtada,236
20-30,506,Transect10,337,Khtada,236
20-30,506,Transect11,180,Khtada,236
20-30,506,Transect12,394,Khtada,236
20-30,506,Transect13,586,Khtada,236
20-30,506,Transect14,304,Khtada,236
30-40,463,Transect1,207,Khtada,236
30-40,463,Transect2,240,Khtada,236
30-40,463,Transect3,744,Khtada,236
30-40,463,Transect4,597,Khtada,236
30-40,463,Transect5,709,Khtada,236
30-40,463,Transect6,186,Khtada,236
30-40,463,Transect7,96,Khtada,236
30-40,463,Transect8,295,Khtada,236
30-40,463,Transect9,239,Khtada,236
30-40,463,Transect10,313,Khtada,236
30-40,463,Transect11,169,Khtada,236
30-40,463,Transect12,380,Khtada,236
30-40,463,Transect13,683,Khtada,236
30-40,463,Transect14,286,Khtada,236
40-50,414,Transect1,0,Khtada,236
40-50,414,Transect2,156,Khtada,236
40-50,414,Transect3,696,Khtada,236
40-50,414,Transect4,552,Khtada,236
40-50,414,Transect5,630,Khtada,236
40-50,414,Transect6,157,Khtada,236
40-50,414,Transect7,84,Khtada,236
40-50,414,Transect8,277,Khtada,236
40-50,414,Transect9,216,Khtada,236
40-50,414,Transect10,289,Khtada,236
40-50,414,Transect11,158,Khtada,236
40-50,414,Transect12,363,Khtada,236
40-50,414,Transect13,653,Khtada,236
40-50,414,Transect14,260,Khtada,236
50-60,360,Transect1,0,Khtada,236
50-60,360,Transect2,0,Khtada,236
50-60,360,Transect3,636,Khtada,236
50-60,360,Transect4,509,Khtada,236
50-60,360,Transect5,457,Khtada,236
50-60,360,Transect6,132,Khtada,236
50-60,360,Transect7,74,Khtada,236
50-60,360,Transect8,260,Khtada,236
50-60,360,Transect9,198,Khtada,236
50-60,360,Transect10,274,Khtada,236
50-60,360,Transect11,149,Khtada,236
50-60,360,Transect12,348,Khtada,236
50-60,360,Transect13,620,Khtada,236
50-60,360,Transect14,239,Khtada,236
60-70,305,Transect1,0,Khtada,236
60-70,305,Transect2,0,Khtada,236
60-70,305,Transect3,0,Khtada,236
60-70,305,Transect4,0,Khtada,236
60-70,305,Transect5,0,Khtada,236
60-70,305,Transect6,0,Khtada,236
60-70,305,Transect7,63,Khtada,236
60-70,305,Transect8,241,Khtada,236
60-70,305,Transect9,179,Khtada,236
60-70,305,Transect10,264,Khtada,236
60-70,305,Transect11,142,Khtada,236
60-70,305,Transect12,346,Khtada,236
60-70,305,Transect13,588,Khtada,236
60-70,305,Transect14,207,Khtada,236
70-80,249,Transect1,0,Khtada,236
70-80,249,Transect2,0,Khtada,236
70-80,249,Transect3,0,Khtada,236
70-80,249,Transect4,0,Khtada,236
70-80,249,Transect5,0,Khtada,236
70-80,249,Transect6,0,Khtada,236
70-80,249,Transect7,37,Khtada,236
70-80,249,Transect8,206,Khtada,236
70-80,249,Transect9,145,Khtada,236
70-80,249,Transect10,251,Khtada,236
70-80,249,Transect11,134,Khtada,236
70-80,249,Transect12,346,Khtada,236
70-80,249,Transect13,547,Khtada,236
70-80,249,Transect14,170,Khtada,236
80-90,201,Transect1,0,Khtada,236
80-90,201,Transect2,0,Khtada,236
80-90,201,Transect3,0,Khtada,236
80-90,201,Transect4,0,Khtada,236
80-90,201,Transect5,0,Khtada,236
80-90,201,Transect6,0,Khtada,236
80-90,201,Transect7,26,Khtada,236
80-90,201,Transect8,190,Khtada,236
80-90,201,Transect9,128,Khtada,236
80-90,201,Transect10,242,Khtada,236
80-90,201,Transect11,126,Khtada,236
80-90,201,Transect12,343,Khtada,236
80-90,201,Transect13,504,Khtada,236
80-90,201,Transect14,138,Khtada,236
90-100,162,Transect1,0,Khtada,236
90-100,162,Transect2,0,Khtada,236
90-100,162,Transect3,0,Khtada,236
90-100,162,Transect4,0,Khtada,236
90-100,162,Transect5,0,Khtada,236
90-100,162,Transect6,0,Khtada,236
90-100,162,Transect7,0,Khtada,236
90-100,162,Transect8,174,Khtada,236
90-100,162,Transect9,111,Khtada,236
90-100,162,Transect10,231,Khtada,236
90-100,162,Transect11,120,Khtada,236
90-100,162,Transect12,340,Khtada,236
90-100,162,Transect13,459,Khtada,236
90-100,162,Transect14,85,Khtada,236
05-Feb,204,Transect1,610,Kingsalmon,52
05-Feb,204,Transect2,1010,Kingsalmon,52
05-Feb,204,Transect3,1000,Kingsalmon,52
05-Feb,204,Transect4,270,Kingsalmon,52
05-Feb,204,Transect5,430,Kingsalmon,52
05-Feb,204,Transect6,620,Kingsalmon,52
05-Feb,204,Transect7,520,Kingsalmon,52
05-Feb,204,Transect8,420,Kingsalmon,52
05-Mar,204,Transect1,610,Kingsalmon,52
05-Mar,204,Transect2,990,Kingsalmon,52
05-Mar,204,Transect3,912,Kingsalmon,52
05-Mar,204,Transect4,257,Kingsalmon,52
05-Mar,204,Transect5,352,Kingsalmon,52
05-Mar,204,Transect6,575,Kingsalmon,52
05-Mar,204,Transect7,486,Kingsalmon,52
05-Mar,204,Transect8,409,Kingsalmon,52
10-May,166,Transect1,560,Kingsalmon,52
10-May,166,Transect2,959,Kingsalmon,52
10-May,166,Transect3,881,Kingsalmon,52
10-May,166,Transect4,235,Kingsalmon,52
10-May,166,Transect5,343,Kingsalmon,52
10-May,166,Transect6,533,Kingsalmon,52
10-May,166,Transect7,465,Kingsalmon,52
10-May,166,Transect8,376,Kingsalmon,52
15-Oct,140,Transect1,542,Kingsalmon,52
15-Oct,140,Transect2,874,Kingsalmon,52
15-Oct,140,Transect3,837,Kingsalmon,52
15-Oct,140,Transect4,192,Kingsalmon,52
15-Oct,140,Transect5,314,Kingsalmon,52
15-Oct,140,Transect6,490,Kingsalmon,52
15-Oct,140,Transect7,412,Kingsalmon,52
15-Oct,140,Transect8,321,Kingsalmon,52
15-20,119,Transect1,514,Kingsalmon,52
15-20,119,Transect2,710,Kingsalmon,52
15-20,119,Transect3,571,Kingsalmon,52
15-20,119,Transect4,95,Kingsalmon,52
15-20,119,Transect5,263,Kingsalmon,52
15-20,119,Transect6,451,Kingsalmon,52
15-20,119,Transect7,378,Kingsalmon,52
15-20,119,Transect8,302,Kingsalmon,52
20-30,86,Transect1,417,Kingsalmon,52
20-30,86,Transect2,652,Kingsalmon,52
20-30,86,Transect3,347,Kingsalmon,52
20-30,86,Transect4,0,Kingsalmon,52
20-30,86,Transect5,200,Kingsalmon,52
20-30,86,Transect6,406,Kingsalmon,52
20-30,86,Transect7,329,Kingsalmon,52
20-30,86,Transect8,242,Kingsalmon,52
30-40,35,Transect1,143,Kingsalmon,52
30-40,35,Transect2,409,Kingsalmon,52
30-40,35,Transect3,0,Kingsalmon,52
30-40,35,Transect4,0,Kingsalmon,52
30-40,35,Transect5,134,Kingsalmon,52
30-40,35,Transect6,254,Kingsalmon,52
30-40,35,Transect7,200,Kingsalmon,52
30-40,35,Transect8,137,Kingsalmon,52
05-Feb,641,Transect1,1201,Kitwanga,227
05-Feb,641,Transect2,1719,Kitwanga,227
05-Feb,641,Transect3,742,Kitwanga,227
05-Feb,641,Transect4,345,Kitwanga,227
05-Feb,641,Transect5,622,Kitwanga,227
05-Feb,641,Transect6,446,Kitwanga,227
05-Mar,641,Transect1,1201,Kitwanga,227
05-Mar,641,Transect2,1719,Kitwanga,227
05-Mar,641,Transect3,742,Kitwanga,227
05-Mar,641,Transect4,345,Kitwanga,227
05-Mar,641,Transect5,622,Kitwanga,227
05-Mar,641,Transect6,446,Kitwanga,227
10-May,356,Transect1,0,Kitwanga,227
10-May,356,Transect2,730,Kitwanga,227
10-May,356,Transect3,563,Kitwanga,227
10-May,356,Transect4,133,Kitwanga,227
10-May,356,Transect5,610,Kitwanga,227
10-May,356,Transect6,415,Kitwanga,227
15-Oct,70,Transect1,0,Kitwanga,227
15-Oct,70,Transect2,0,Kitwanga,227
15-Oct,70,Transect3,0,Kitwanga,227
15-Oct,70,Transect4,0,Kitwanga,227
15-Oct,70,Transect5,298,Kitwanga,227
15-Oct,70,Transect6,415,Kitwanga,227
05-Feb,113,Transect1,345,Kluksu,53
05-Feb,113,Transect2,305,Kluksu,53
05-Feb,113,Transect3,195,Kluksu,53
05-Feb,113,Transect4,404,Kluksu,53
05-Mar,113,Transect1,345,Kluksu,53
05-Mar,113,Transect2,305,Kluksu,53
05-Mar,113,Transect3,195,Kluksu,53
05-Mar,113,Transect4,404,Kluksu,53
10-May,81,Transect1,306,Kluksu,53
10-May,81,Transect2,281,Kluksu,53
10-May,81,Transect3,178,Kluksu,53
10-May,81,Transect4,347,Kluksu,53
15-Oct,60,Transect1,78,Kluksu,53
15-Oct,60,Transect2,263,Kluksu,53
15-Oct,60,Transect3,158,Kluksu,53
15-Oct,60,Transect4,248,Kluksu,53
15-20,43,Transect1,0,Kluksu,53
15-20,43,Transect2,278,Kluksu,53
15-20,43,Transect3,138,Kluksu,53
15-20,43,Transect4,166,Kluksu,53
20-30,27,Transect1,0,Kluksu,53
20-30,27,Transect2,201,Kluksu,53
20-30,27,Transect3,120,Kluksu,53
20-30,27,Transect4,135,Kluksu,53
05-Feb,146,Transect1,501,Kuthai,54
05-Feb,146,Transect2,446,Kuthai,54
05-Feb,146,Transect3,448,Kuthai,54
05-Feb,146,Transect4,549,Kuthai,54
05-Mar,146,Transect1,501,Kuthai,54
05-Mar,146,Transect2,446,Kuthai,54
05-Mar,146,Transect3,448,Kuthai,54
05-Mar,146,Transect4,549,Kuthai,54
10-May,112,Transect1,435,Kuthai,54
10-May,112,Transect2,403,Kuthai,54
10-May,112,Transect3,406,Kuthai,54
10-May,112,Transect4,502,Kuthai,54
15-Oct,71,Transect1,356,Kuthai,54
15-Oct,71,Transect2,322,Kuthai,54
15-Oct,71,Transect3,0,Kuthai,54
15-Oct,71,Transect4,84,Kuthai,54
05-Feb,231,Transect1,198,Kwinageese,213
05-Feb,231,Transect2,455,Kwinageese,213
05-Feb,231,Transect3,960,Kwinageese,213
05-Feb,231,Transect4,487,Kwinageese,213
05-Feb,231,Transect5,697,Kwinageese,213
05-Mar,231,Transect1,198,Kwinageese,213
05-Mar,231,Transect2,455,Kwinageese,213
05-Mar,231,Transect3,960,Kwinageese,213
05-Mar,231,Transect4,487,Kwinageese,213
05-Mar,231,Transect5,697,Kwinageese,213
10-May,231,Transect1,198,Kwinageese,213
10-May,231,Transect2,426,Kwinageese,213
10-May,231,Transect3,954,Kwinageese,213
10-May,231,Transect4,455,Kwinageese,213
10-May,231,Transect5,693,Kwinageese,213
15-Oct,198,Transect1,198,Kwinageese,213
15-Oct,198,Transect2,409,Kwinageese,213
15-Oct,198,Transect3,929,Kwinageese,213
15-Oct,198,Transect4,445,Kwinageese,213
15-Oct,198,Transect5,662,Kwinageese,213
15-20,169,Transect1,176,Kwinageese,213
15-20,169,Transect2,307,Kwinageese,213
15-20,169,Transect3,728,Kwinageese,213
15-20,169,Transect4,424,Kwinageese,213
15-20,169,Transect5,610,Kwinageese,213
20-30,87,Transect1,118,Kwinageese,213
20-30,87,Transect2,98,Kwinageese,213
20-30,87,Transect3,399,Kwinageese,213
20-30,87,Transect4,350,Kwinageese,213
20-30,87,Transect5,493,Kwinageese,213
30-40,33,Transect1,0,Kwinageese,213
30-40,33,Transect2,0,Kwinageese,213
30-40,33,Transect3,280,Kwinageese,213
30-40,33,Transect4,286,Kwinageese,213
30-40,33,Transect5,250,Kwinageese,213
40-50,7,Transect1,0,Kwinageese,213
40-50,7,Transect2,0,Kwinageese,213
40-50,7,Transect3,27,Kwinageese,213
40-50,7,Transect4,124,Kwinageese,213
40-50,7,Transect5,88,Kwinageese,213
05-Feb,1025,Transect1,492,LONGA,801
05-Feb,1025,Transect2,548,LONGA,801
05-Feb,1025,Transect3,640,LONGA,801
05-Feb,1025,Transect4,877,LONGA,801
05-Feb,1025,Transect5,850,LONGA,801
05-Feb,1025,Transect6,2263,LONGA,801
05-Feb,1025,Transect7,2100,LONGA,801
05-Feb,1025,Transect8,2934,LONGA,801
05-Feb,1025,Transect9,3003,LONGA,801
05-Mar,1025,Transect1,492,LONGA,801
05-Mar,1025,Transect2,548,LONGA,801
05-Mar,1025,Transect3,640,LONGA,801
05-Mar,1025,Transect4,877,LONGA,801
05-Mar,1025,Transect5,850,LONGA,801
05-Mar,1025,Transect6,2263,LONGA,801
05-Mar,1025,Transect7,2100,LONGA,801
05-Mar,1025,Transect8,2934,LONGA,801
05-Mar,1025,Transect9,3003,LONGA,801
10-May,1012,Transect1,478,LONGA,801
10-May,1012,Transect2,544,LONGA,801
10-May,1012,Transect3,640,LONGA,801
10-May,1012,Transect4,873,LONGA,801
10-May,1012,Transect5,834,LONGA,801
10-May,1012,Transect6,1962,LONGA,801
10-May,1012,Transect7,2078,LONGA,801
10-May,1012,Transect8,2912,LONGA,801
10-May,1012,Transect9,2988,LONGA,801
15-Oct,999,Transect1,456,LONGA,801
15-Oct,999,Transect2,539,LONGA,801
15-Oct,999,Transect3,638,LONGA,801
15-Oct,999,Transect4,866,LONGA,801
15-Oct,999,Transect5,821,LONGA,801
15-Oct,999,Transect6,1776,LONGA,801
15-Oct,999,Transect7,2064,LONGA,801
15-Oct,999,Transect8,2845,LONGA,801
15-Oct,999,Transect9,2973,LONGA,801
15-20,975,Transect1,438,LONGA,801
15-20,975,Transect2,535,LONGA,801
15-20,975,Transect3,626,LONGA,801
15-20,975,Transect4,854,LONGA,801
15-20,975,Transect5,798,LONGA,801
15-20,975,Transect6,1469,LONGA,801
15-20,975,Transect7,2034,LONGA,801
15-20,975,Transect8,2808,LONGA,801
15-20,975,Transect9,2936,LONGA,801
20-30,955,Transect1,405,LONGA,801
20-30,955,Transect2,517,LONGA,801
20-30,955,Transect3,602,LONGA,801
20-30,955,Transect4,839,LONGA,801
20-30,955,Transect5,763,LONGA,801
20-30,955,Transect6,1409,LONGA,801
20-30,955,Transect7,1916,LONGA,801
20-30,955,Transect8,2771,LONGA,801
20-30,955,Transect9,2831,LONGA,801
30-40,905,Transect1,388,LONGA,801
30-40,905,Transect2,479,LONGA,801
30-40,905,Transect3,577,LONGA,801
30-40,905,Transect4,821,LONGA,801
30-40,905,Transect5,724,LONGA,801
30-40,905,Transect6,1288,LONGA,801
30-40,905,Transect7,1725,LONGA,801
30-40,905,Transect8,2593,LONGA,801
30-40,905,Transect9,2779,LONGA,801
40-50,805,Transect1,329,LONGA,801
40-50,805,Transect2,441,LONGA,801
40-50,805,Transect3,545,LONGA,801
40-50,805,Transect4,802,LONGA,801
40-50,805,Transect5,678,LONGA,801
40-50,805,Transect6,873,LONGA,801
40-50,805,Transect7,1673,LONGA,801
40-50,805,Transect8,2379,LONGA,801
40-50,805,Transect9,2734,LONGA,801
50-60,625,Transect1,280,LONGA,801
50-60,625,Transect2,403,LONGA,801
50-60,625,Transect3,500,LONGA,801
50-60,625,Transect4,770,LONGA,801
50-60,625,Transect5,640,LONGA,801
50-60,625,Transect6,0,LONGA,801
50-60,625,Transect7,0,LONGA,801
50-60,625,Transect8,0,LONGA,801
50-60,625,Transect9,0,LONGA,801
