source,ats_year,lake_code,survey_date,lake_all_target,lake_merged_data,notes_all_target,notes_merged_data,file_all_target,file_merged_data
C_In_Both_RAW_and_FINAL_data,1985,27,1985-08-29,Awun Lk             Juvenile Survey,Awun Lk,"60-90%, calm, full all night, At: 15 0c (2330), Wt: 16 0c, JC 851216","60-90%, calm, full all night, At: 15 0c (2330), Wt: 16 0c, JC 851216",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,29,1985-09-08,Devon Lk            Juvenile Survey,Devon Lk,"0%, CALM, NO PPT, 1/2 MOON RISE 0200, AT: 11 0C, WT: 15 0C, JC 860102, W/ NEW TRANSECTS.","0%, CALM, NO PPT, 1/2 MOON RISE 0200, AT: 11 0C, WT: 15 0C, JC 860102, W/ NEW TRANSECTS.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-04-02,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0% (fog), light drizzle, full moon, calm, At: 6 0c At: 6.5/7.0 0c (2000), Wt: 6 0c, JC 061285.","0% (fog), light drizzle, full moon, calm, At: 6 0c At: 6.5/7.0 0c (2000), Wt: 6 0c, JC 061285.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-04-03,"KCA                  Juvenile survey, 2 nights",Kennedy Lk (Clayoquot Arm),"clear->cloudy,calm,full moon drizzle 2nd night; trans 1, 10-20m ; trans 2 & 3, PR COUNTER","clear->cloudy,calm,full moon drizzle 2nd night; trans 1, 10-20m ; trans 2 & 3, PR COUNTER",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-05-31,"KCA                 Juvenile survey, 4 nights",Kennedy Lk (Clayoquot Arm),"100->10% cloud,calm->rippled,3/4->full moon ST: 14.5 deg C, PR COUNTER","100->10% cloud,calm->rippled,3/4->full moon ST: 14.5 deg C, PR COUNTER",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-06-01,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"10-100%, calm, no ppt, 3/4 moon, Wt: 14.5 0c, JC 851202","10-100%, calm, no ppt, 3/4 moon, Wt: 14.5 0c, JC 851202",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-06-28,"KCA                 Juvenile survey, 3 nights",Kennedy Lk (Clayoquot Arm),"clear, light breeze, 3/4 moon; Wt: 20 0c, At: 15/14 0c (2300/2300) Trans 1, 5-10m, min. count, PR COUNTER","clear, light breeze, 3/4 moon; Wt: 20 0c, At: 15/14 0c (2300/2300) Trans 1, 5-10m, min. count, PR COUNTER",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-06-29,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, breeze, no ppt, 3/4 moon, At: 15/14 0c (2300), Wt: 20 0c, JC 851129","0%, breeze, no ppt, 3/4 moon, At: 15/14 0c (2300), Wt: 20 0c, JC 851129",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-06-30,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"clear, light breeze, 3/4 moon, AT 15 @2300hr, ST 2 Furuno #7713, PR COUNTER.","clear, light breeze, 3/4 moon, AT 15 @2300hr, ST 2 Furuno #7713, PR COUNTER.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-07-10,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"clear, rippled, 1/2 -1/4 moon by 0315, Wt: 20.5 0c At: 17.5 0c (2315), PR counter.","clear, rippled, 1/2 -1/4 moon by 0315, Wt: 20.5 0c At: 17.5 0c (2315), PR counter.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-07-11,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, light winds, no ppt, 1/4-1/2 moon up by 0315, At: 17.5 (2315), Wt: 20 0c, JC 851203","0%, light winds, no ppt, 1/4-1/2 moon up by 0315, At: 17.5 (2315), Wt: 20 0c, JC 851203",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-07-12,KCA                 Juvenile survey,Kennedy Lk (Clayoquot Arm),"0%, light winds, no ppt, 1/4- 1/2 moon up by 0315, At: 17.5 0c (2315), Wt: 20 0c, PR counter, Furuno #7713","0%, light winds, no ppt, 1/4- 1/2 moon up by 0315, At: 17.5 0c (2315), Wt: 20 0c, PR counter, Furuno #7713",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-07-13,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, wind light, no ppt, 1/4-1/2 moon, At: 17.5 0c (2315), Wt: 20 0c, JC 851126.","0%, wind light, no ppt, 1/4-1/2 moon, At: 17.5 0c (2315), Wt: 20 0c, JC 851126.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-08-13,KCA                 Juvenile survey,Kennedy Lk (Clayoquot Arm),"clear,calm,no moon;  AT 24/17/10 0c (2300/ 2300/0000) Wt: 20 0c, Tr 1 & 6, 5-10 m  strata are minimum counts, PR COUNTER.","clear,calm,no moon;  AT 24/17/10 0c (2300/ 2300/0000) Wt: 20 0c, Tr 1 & 6, 5-10 m  strata are minimum counts, PR COUNTER.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-08-14,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, calm, no ppt, no moon, At: 24/17/18 0c (2330/2 300/0000), Wt: 20 0c, JC 851129.","0%, calm, no ppt, no moon, At: 24/17/18 0c (2330/2 300/0000), Wt: 20 0c, JC 851129.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-08-15,KCA                 Juvenile survey,Kennedy Lk (Clayoquot Arm),"clear,calm,no moon;  AT 24/17/18 0c, (2330/2330/0000) Wt: 20 0c, FM-22 #7713, PR counter.","clear,calm,no moon;  AT 24/17/18 0c, (2330/2330/0000) Wt: 20 0c, FM-22 #7713, PR counter.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-08-16,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, calm, no ppt, no moon, At: 24/17/18 (2330/2330 /0000) 0c, Wt: 20 0c, JC 851126","0%, calm, no ppt, no moon, At: 24/17/18 (2330/2330 /0000) 0c, Wt: 20 0c, JC 851126",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-08-17,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, calm, no ppt, no moon, At: 24-17 0c, (3 nites) Wt: 20 0c, JC count #2","0%, calm, no ppt, no moon, At: 24-17 0c, (3 nites) Wt: 20 0c, JC count #2",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-09-17,KCA                 JUVENILE SURVEY,Kennedy Lk (Clayoquot Arm),"clear,light breeze; AT 13 0c (0000), Wt: 17 0c, trans 6, 5-10 m strata, min. count, PR COUNTER.","clear,light breeze; AT 13 0c (0000), Wt: 17 0c, trans 6, 5-10 m strata, min. count, PR COUNTER.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-09-18,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, light breeze, no ppt , no moon, At: 13 0c (000 Wt: 17 0c, JC 851209.","0%, light breeze, no ppt , no moon, At: 13 0c (000 Wt: 17 0c, JC 851209.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-09-19,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"0%, light breeze, no ppt, no moon, At: 13 0c (0000 Wt: 17 0c, JC 851206.","0%, light breeze, no ppt, no moon, At: 13 0c (0000 Wt: 17 0c, JC 851206.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-10-30,KCA                 Juvenile survey,Kennedy Lk (Clayoquot Arm),"overcast,gusting wind,rain, At: 6.5/11 0c (2330/0000), PR counter.","overcast,gusting wind,rain, At: 6.5/11 0c (2330/0000), PR counter.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-10-31,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"85-100%, gusty, heavy rain, moon full obscured, At: 6.5/11 0c (2330/0000), Wt: 10 0c, JC 851206.","85-100%, gusty, heavy rain, moon full obscured, At: 6.5/11 0c (2330/0000), Wt: 10 0c, JC 851206.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1985-11-01,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"85-100%, gusty, heavy rain, full (obscured), At: 6.5/11 0c (2330/0000), Wt: 10 0c, JC 851204.","85-100%, gusty, heavy rain, full (obscured), At: 6.5/11 0c (2330/0000), Wt: 10 0c, JC 851204.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1986-01-20,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"30-100%, winds strong, heavy rain, 3/4 moon obscur At: 5-6.5 0c, Wt: 6.0 0c, some lateral drift, JC 860204, Juvenile.","30-100%, winds strong, heavy rain, 3/4 moon obscur At: 5-6.5 0c, Wt: 6.0 0c, some lateral drift, JC 860204, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,40,1986-01-21,KCA                 Juvenile Survey,Kennedy Lk (Clayoquot Arm),"30-100%, winds strong, heavy rain, 3/4 moon obscur At: 5-6.5 0c, Wt: 6.00c, lateral drift, JC 860103.","30-100%, winds strong, heavy rain, 3/4 moon obscur At: 5-6.5 0c, Wt: 6.00c, lateral drift, JC 860103.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,41,1985-06-03,"KMA                 Juvenile survey, 2 nights",Kennedy Lk (Main Arm),"100% coud,showers,wind gusting calm->choppy on trans3,4,5, PR COUNTER.","100% coud,showers,wind gusting calm->choppy on trans3,4,5, PR COUNTER.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,41,1985-12-11,KMA                 Juvenile Survey,Kennedy Lk (Main Arm),"0%, calm, no moon, At: 4.0 0c, Wt: 6.0 0c JC 851216.","0%, calm, no moon, At: 4.0 0c, Wt: 6.0 0c JC 851216.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,41,1985-12-12,KMA                 Juvenile Survey,Kennedy Lk (Main Arm),"0%, calm, no ppt, no moon, At: 4.0 0c, Wt: 6.0 0c, cabin heated for furuno, 10-18 0c, JC 860103.","0%, calm, no ppt, no moon, At: 4.0 0c, Wt: 6.0 0c, cabin heated for furuno, 10-18 0c, JC 860103.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,44,1985-06-26,Muriel Lk           Juvenile survey,Muriel Lk,"clear->fog,calm,1/2 moon set by 0115; at: 13(2320) stickleback category=non-sockeye fish, PR counter.","clear->fog,calm,1/2 moon set by 0115; at: 13(2320) stickleback category=non-sockeye fish, PR counter.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,44,1985-09-16,Muriel Lk           Juvenile Survey,Muriel Lk,"0%, calm, no moon, noppt, At: 12 0c (2330) Wt: 17 0c, JC 860221.","0%, calm, no moon, noppt, At: 12 0c (2330) Wt: 17 0c, JC 860221.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,44,1985-11-06,Muriel Lk           Juvenile survey,Muriel Lk,"40->95% cloud,light wind, no moon, AT: 10, ST: 7.5","40->95% cloud,light wind, no moon, AT: 10, ST: 7.5",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,44,1986-01-21,Muriel Lk           Juvenile Survey,Muriel Lk,"80-100%, intermit. gusts, showers, no moon vis, At: 8.5-7.0 0c, Wt: 6.0 0c, JC 860204.","80-100%, intermit. gusts, showers, no moon vis, At: 8.5-7.0 0c, Wt: 6.0 0c, JC 860204.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,44,1986-01-22,Muriel Lk           Adult Survey,Muriel Lk,"80-100%, intermit. gusts, showers, At: 8.5-7.0 0c, Wt: 6.0 0c, JC 860204, Adults @ gain 4, many v, faint targs, juv?","80-100%, intermit. gusts, showers, At: 8.5-7.0 0c, Wt: 6.0 0c, JC 860204, Adults @ gain 4, many v, faint targs, juv?",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,45,1985-08-22,Muchalat Lk         Juvenile Survey,Muchalat Lk,"0%, light wind, moon up before sunset, 1/2 moon, AT: 15 0c (2330), Wt:18.5 0C, JC 851221.","0%, light wind, moon up before sunset, 1/2 moon, AT: 15 0c (2330), Wt:18.5 0C, JC 851221.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,50,1985-09-15,Heydon Lk           Juvenile Survey,Heydon Lk,"100%, light breeze, heavy rain, no moon, At: 14 0c, Wt: 16 0c, JC 860103.","100%, light breeze, heavy rain, no moon, At: 14 0c, Wt: 16 0c, JC 860103.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,55,1985-09-03,Mathers Lk          Juvenile Survey,Mathers Lk,"100%, gusts, light rain, no moon, At: 15 0c, Wt: 16.5 0c, JC 851220, spp break-down poor","100%, gusts, light rain, no moon, At: 15 0c, Wt: 16.5 0c, JC 851220, spp break-down poor",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,59,1985-10-15,Phillips Lk         Juvenile Survey,Phillips Lk,"100%, light wind, heavy rain, no moon, At: 9.5 (1730), Wt: 9.5 0c, JC 860113, Tr #1 targs obscured by siltation, Juvenile, some adults pres.","100%, light wind, heavy rain, no moon, At: 9.5 (1730), Wt: 9.5 0c, JC 860113, Tr #1 targs obscured by siltation, Juvenile, some adults pres.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,64,1985-10-25,Tahltan Lk          Juvenile Survey,Tahltan Lk,"variable 5-100%, light wind, snow, full moon At: -3.5/-1.0 0c(2330/2330), Wt: 5.0 0c, JC 851216.","variable 5-100%, light wind, snow, full moon At: -3.5/-1.0 0c(2330/2330), Wt: 5.0 0c, JC 851216.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,69,1985-09-01,Yakoun Lk           Juvenile Survey,Yakoun Lk,"variable 10-100%, mod-strong wind, no ppt-showers, full moon 2200-on, At13/15 0c (2330), Wt: 15 0c, JC 860105.","variable 10-100%, mod-strong wind, no ppt-showers, full moon 2200-on, At13/15 0c (2330), Wt: 15 0c, JC 860105.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,107,1985-08-20,Cheewhat Lk         Juvenile survey,Cheewhat Lk,"10% cloud -> 0, light wind -> nil, 1/4 moon set @2 AT 12, ST 20 deg C. PR counter","10% cloud -> 0, light wind -> nil, 1/4 moon set @2 AT 12, ST 20 deg C. PR counter",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,107,1986-03-19,Cheewhat Lk         Juvenile Survey,Cheewhat Lk,"10%, thick fog, 1/2 moon, At: 6.0 0c (2330), Wt: 9 JC 860325, some adult targets as well, Juvenile.","10%, thick fog, 1/2 moon, At: 6.0 0c (2330), Wt: 9 JC 860325, some adult targets as well, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,108,1985-08-24,Jansen Lk           Juvenile Survey,Jansen Lk,"10%, strong wind, 1/2 moon before sunset- 2215, At: 13 0c, Wt: 18 0c, JC 85082, strong winds=lateral drift","10%, strong wind, 1/2 moon before sunset- 2215, At: 13 0c, Wt: 18 0c, JC 85082, strong winds=lateral drift",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,108,1985-11-08,Jansen Lk           Juvenile Survey,Jansen Lk,"variable, 0-50%, light winds, no ppt, At: 4.5 0c (0000), Wt: 9.0 0c, JC 860102.","variable, 0-50%, light winds, no ppt, At: 4.5 0c (0000), Wt: 9.0 0c, JC 860102.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,108,1986-02-12,Jansen Lk,Jansen Lk,"0%, light breeze, no ppt, 1/8 moon before-sunset t At: 2 0c (1900), 2 0c, (2330), Wt: 5 0c, targs bottom hug, JC 860218, Juvenile","0%, light breeze, no ppt, 1/8 moon before-sunset t At: 2 0c (1900), 2 0c, (2330), Wt: 5 0c, targs bottom hug, JC 860218, Juvenile",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,108,1986-02-13,Jansen Lk,Jansen Lk,"0%, light breeze, no ppt, 1/8 moon sunset-2100 At: 2 0c (2330), Wt: 5 0c, JC 860217, Adult @ gain 4.","0%, light breeze, no ppt, 1/8 moon sunset-2100 At: 2 0c (2330), Wt: 5 0c, JC 860217, Adult @ gain 4.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,118,1985-08-24,Megin Lk            Juvenile Survey,Megin Lk,"0%, calm, 1/2 moon, At: 14 0c, Wt: 19 0c, JC 851220.","0%, calm, 1/2 moon, At: 14 0c, Wt: 19 0c, JC 851220.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,120,1985-10-16,Glendale Lk         Juvenile Survey,Glendale Lk,"100%, breeze, heavy rain, no moon, At: 11 0c (2330), Wt: 10.5 0c, JC 851207.","100%, breeze, heavy rain, no moon, At: 11 0c (2330), Wt: 10.5 0c, JC 851207.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,121,1985-08-27,Nahwitti Lk         Juvenile Survey,Nahwitti Lk,"5%, calm, full moon, At: 12 0c, Wt: 16 0c JC 851216.","5%, calm, full moon, At: 12 0c, Wt: 16 0c JC 851216.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,122,1985-09-14,Quatse Lk           Juvenile Survey,Quatse Lk,"0%, calm, no moon, At: 13.5 0c (0000), Wt: 16.5 0c, JC 851207.","0%, calm, no moon, At: 13.5 0c (0000), Wt: 16.5 0c, JC 851207.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,155,1985-09-05,Skidegate Lk sw     Juvenile survey,Skidegate Lk sw,"clear, 1/2 moon rising @2230, at 14 @0030, Wt: 16 0c, PR counter.","clear, 1/2 moon rising @2230, at 14 @0030, Wt: 16 0c, PR counter.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,156,1985-09-05,Skidegate Lk ne     Juvenile survey,Skidegate Lk ne,"clear, 1/2 moon, rising at 2250, AT 14 @0030, Wt: 16 0c, PR counter.","clear, 1/2 moon, rising at 2250, AT 14 @0030, Wt: 16 0c, PR counter.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,157,1985-08-23,Power LK            Juvenile Survey,Power LK,"0%, light to strong by 0200, 1/2 moon before sunse 2300, At: 18 0c (0000), Wt: 17.5 0c, JC 860102, some targs masked by bubbles, Juvenile","0%, light to strong by 0200, 1/2 moon before sunse 2300, At: 18 0c (0000), Wt: 17.5 0c, JC 860102, some targs masked by bubbles, Juvenile",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,801,1985-09-11,Long Lk (A)         Juvenile Survey,Long Lk (A),"variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (2330), Wt: 16 0c, JC 851207.","variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (2330), Wt: 16 0c, JC 851207.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,801,1985-09-12,Long Lk (A)         Juvenile Survey,Long Lk (A),"variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (2330), Wt: 16 0c, JC 860116.","variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (2330), Wt: 16 0c, JC 860116.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,801,1986-02-10,Long Lk (A),Long Lk (A),"0%, no ppt, calm, no moon, At: 1.5 0c (2300), Wt: JC 860119, minimum counts, Juvenile.","0%, no ppt, calm, no moon, At: 1.5 0c (2300), Wt: JC 860119, minimum counts, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1985,802,1985-09-11,Long Lk (B)         Juvenile Survey,Long Lk (B),"variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (3230), Wt: 16 0c, JC 851207, no count tr# 9.","variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (3230), Wt: 16 0c, JC 851207, no count tr# 9.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,802,1985-09-12,Long Lk (B)         Juvenile Survey,Long Lk (B),"variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (2330), Wt: 16 0c, JC 860116.","variable 10-100%, calm, rain, no moon, At: 14/14/12.5 0c (2330), Wt: 16 0c, JC 860116.",TARGET85.DAT,TARGET85.DAT
C_In_Both_RAW_and_FINAL_data,1985,802,1986-02-11,Long Lk (B)         Juvenile Survey,Long Lk (B),"0%, calm, 1/8 moon 1800-0200, At: 3.0 0c (2330), Wt: 4.0 0c, JC 860220, minimum counts, Juvenile.","0%, calm, 1/8 moon 1800-0200, At: 3.0 0c (2330), Wt: 4.0 0c, JC 860220, minimum counts, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,1,1986-10-02,GCL                 Juvenile Survey,Great Central Lk,"100%, light winds, no moon, At: 14/14.5 0c (2011/0049), Wt: 16 0c, JC 861016, targ mask by false bottom tr#5,6. Juvenile","100%, light winds, no moon, At: 14/14.5 0c (2011/0049), Wt: 16 0c, JC 861016, targ mask by false bottom tr#5,6. Juvenile",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,1,1986-10-03,GCL                 Juvenile Survey,Great Central Lk,"100%, light wind, no ppt, no moon, At: 14/14.5 0c (2011/0049), Wt: 16 0c, JC 861020, Juvenile.","100%, light wind, no ppt, no moon, At: 14/14.5 0c (2011/0049), Wt: 16 0c, JC 861020, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,2,1986-08-27,Sproat Lk           Juvenile Survey,Sproat Lk,"30-50%, light winds, trace ppt, ? moon obscur by c At: 26 0c, Wt: 22.5/20.5 0c, JC 860930, targ overlap, Juvenile.","30-50%, light winds, trace ppt, ? moon obscur by c At: 26 0c, Wt: 22.5/20.5 0c, JC 860930, targ overlap, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,2,1986-08-28,Sproat Lk           Juvenile Survey,Sproat Lk,"30-50%, light winds, trace ppt, ? moon obscured by cloud, At: 22.5/20.5 0c, Wt: 26 0c, JC 860828, Juvenile.","30-50%, light winds, trace ppt, ? moon obscured by cloud, At: 22.5/20.5 0c, Wt: 26 0c, JC 860828, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,2,1986-10-30,Sproat Lk           Juvenile Survey,Sproat Lk,"variable 10-100%, no wind, no ppt, no moon, JC870124, some targ loss due to false bottom, some targ overlap, Juvenile.","variable 10-100%, no wind, no ppt, no moon, JC870124, some targ loss due to false bottom, some targ overlap, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,2,1987-02-23,Sproat Lk,Sproat Lk,"no cloud or moon, light wind, AT=7deg,ST=6deg.  Some transects below 60m are incomplete. Pop. est. will be a minimum.","no cloud or moon, light wind, AT=7deg,ST=6deg.  Some transects below 60m are incomplete. Pop. est. will be a minimum.",TARGET87.DAT,TARGET87.DAT
C_In_Both_RAW_and_FINAL_data,1986,3,1986-08-29,Henderson Lk        Juvenile Survey,Henderson Lk,"100%, gusty, chop, no moon, At: 16/17 0c (2145/0400), Wt: 19 0c, JC 861020, corrected for targ overlap 18JAN89 PR","100%, gusty, chop, no moon, At: 16/17 0c (2145/0400), Wt: 19 0c, JC 861020, corrected for targ overlap 18JAN89 PR",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,3,1986-08-30,Henderson Lk        Juvenile Survey,Henderson Lk,"100%, gusty, chop, no moon, At: 16/17 0c (2145/040 Wt: 19 0c, JC 861020, targ overlap, poor spp break-down, Juvenile.","100%, gusty, chop, no moon, At: 16/17 0c (2145/040 Wt: 19 0c, JC 861020, targ overlap, poor spp break-down, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,3,1986-09-24,Henderson Lk        Juvenile Survey,Henderson Lk,"60-100%, strong winds, 1/2 moon by 0000, At: 12 0c (1957), Wt: 17 0c, JC 861021,corrected for overlap 18Jan89 PR.","60-100%, strong winds, 1/2 moon by 0000, At: 12 0c (1957), Wt: 17 0c, JC 861021,corrected for overlap 18Jan89 PR.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,3,1986-12-02,Henderson Lk        Juvenile Survey,Henderson Lk,"0%, gusty at midlake, no ppt, no moon, At: 3.5/2.0 (1715/2330), Wt: 8.5 0c, JC861211, Unconvent. spp partitioning by obs. strats, Juvenile.","0%, gusty at midlake, no ppt, no moon, At: 3.5/2.0 (1715/2330), Wt: 8.5 0c, JC861211, Unconvent. spp partitioning by obs. strats, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,6,1986-05-09,Hobiton Lk          Juvenile Survey,Hobiton Lk,"0% till 0200 then 100%, calm, no moon. At: 8 0c (0400), Wt: 10.5 0c, JC 860602, Juvenile Survey.","0% till 0200 then 100%, calm, no moon. At: 8 0c (0400), Wt: 10.5 0c, JC 860602, Juvenile Survey.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,6,1986-05-10,Hobiton Lk          Juvenile Survey,Hobiton Lk,"0% until 0200 then 100%, calm, no moon, At: 8 0c (0400), Wt: 10.5 0c, no trans #2, JC 860611, Juvenile Survey.","0% until 0200 then 100%, calm, no moon, At: 8 0c (0400), Wt: 10.5 0c, no trans #2, JC 860611, Juvenile Survey.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,6,1986-06-05,Hobiton Lk          Juvenile Survey,Hobiton Lk,"70-100%, calm, no ppt, no moon, At: 12.5 0c (0130), Wt: 17 0c, JC 860609, Juvenile.","70-100%, calm, no ppt, no moon, At: 12.5 0c (0130), Wt: 17 0c, JC 860609, Juvenile.",TARGET86.DAT,TARGET86.DAT
C_In_Both_RAW_and_FINAL_data,1986,6,1986-06-12,Hobiton Lk          Juvenile Survey,Hobiton Lk,"0%, calm, At: N/A, Wt: 19 0c, run by Hob. crew, JC 860618, Juvenile.","0%, calm, At: N/A, Wt: 19 0c, run by Hob. crew, JC 860618, Juvenile.",TARGET86.DAT,TARGET86.DAT
