"ats_year","lake_code","lake_name","survey_date_trawl","interval_start","interval_end","survey_date_acoustic","source_file","match_status_acoustic","overlap_status_acoustic","count_acoustic_survey","data_note"
"1985","40","Kennedy_Lake_(Clay)",1985-08-14,"1985-08-07","1985-08-21",1985-08-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-14,"1985-08-07","1985-08-21",1985-08-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-14,"1985-08-07","1985-08-21",1985-08-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,"1985-08-08","1985-08-22",1985-08-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,"1985-08-08","1985-08-22",1985-08-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,"1985-08-08","1985-08-22",1985-08-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,"1985-08-08","1985-08-22",1985-08-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,"1985-08-08","1985-08-22",1985-08-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,"1985-08-09","1985-08-23",1985-08-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,"1985-08-09","1985-08-23",1985-08-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,"1985-08-09","1985-08-23",1985-08-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,"1985-08-09","1985-08-23",1985-08-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,"1985-08-09","1985-08-23",1985-08-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-09-17,"1985-09-10","1985-09-24",1985-09-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-09-17,"1985-09-10","1985-09-24",1985-09-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-09-17,"1985-09-10","1985-09-24",1985-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-09-18,"1985-09-11","1985-09-25",1985-09-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-09-18,"1985-09-11","1985-09-25",1985-09-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-09-18,"1985-09-11","1985-09-25",1985-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-10-30,"1985-10-23","1985-11-06",1985-10-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-10-30,"1985-10-23","1985-11-06",1985-10-31,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-10-30,"1985-10-23","1985-11-06",1985-11-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-10-31,"1985-10-24","1985-11-07",1985-10-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-10-31,"1985-10-24","1985-11-07",1985-10-31,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1985-10-31,"1985-10-24","1985-11-07",1985-11-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1986-01-20,"1986-01-13","1986-01-27",1986-01-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1986-01-20,"1986-01-13","1986-01-27",1986-01-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1986-01-21,"1986-01-14","1986-01-28",1986-01-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","40","Kennedy_Lake_(Clay)",1986-01-21,"1986-01-14","1986-01-28",1986-01-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","41","Kennedy_Lake_(Main)",1985-06-03,"1985-05-27","1985-06-10",1985-06-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","41","Kennedy_Lake_(Main)",1985-06-04,"1985-05-28","1985-06-11",1985-06-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","41","Kennedy_Lake_(Main)",1985-12-11,"1985-12-04","1985-12-18",1985-12-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","41","Kennedy_Lake_(Main)",1985-12-11,"1985-12-04","1985-12-18",1985-12-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","41","Kennedy_Lake_(Main)",1985-12-12,"1985-12-05","1985-12-19",1985-12-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","41","Kennedy_Lake_(Main)",1985-12-12,"1985-12-05","1985-12-19",1985-12-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","8","Long_Lake",1985-09-12,"1985-09-05","1985-09-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1985","8","Long_Lake",1985-09-13,"1985-09-06","1985-09-20",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1985","8","Long_Lake",1986-02-11,"1986-02-04","1986-02-18",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1985","8","Long_Lake",1986-02-12,"1986-02-05","1986-02-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1985","801","Long_Lake_(A)",NA,NA,NA,1985-09-11,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","801","Long_Lake_(A)",NA,NA,NA,1985-09-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","801","Long_Lake_(A)",NA,NA,NA,1986-02-10,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","802","Long_Lake_(B)",NA,NA,NA,1985-09-11,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","802","Long_Lake_(B)",NA,NA,NA,1985-09-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","802","Long_Lake_(B)",NA,NA,NA,1986-02-11,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","20","Lowe_Lake",1985-09-07,"1985-08-31","1985-09-14",1985-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","20","Lowe_Lake",1985-09-08,"1985-09-01","1985-09-15",1985-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","55","Mathers_Lake",1985-09-03,"1985-08-27","1985-09-10",1985-09-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","55","Mathers_Lake",1985-09-04,"1985-08-28","1985-09-11",1985-09-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","118","Megin_Lake",1985-08-26,"1985-08-19","1985-09-02",1985-08-24,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","45","Muchalat_Lake",1985-08-23,"1985-08-16","1985-08-30",1985-08-22,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","44","Muriel_Lake",1985-06-27,"1985-06-20","1985-07-04",1985-06-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","44","Muriel_Lake",1985-06-28,"1985-06-21","1985-07-05",1985-06-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","44","Muriel_Lake",1985-09-16,"1985-09-09","1985-09-23",1985-09-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","44","Muriel_Lake",1985-09-17,"1985-09-10","1985-09-24",1985-09-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","44","Muriel_Lake",1985-11-07,"1985-10-31","1985-11-14",1985-11-06,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","44","Muriel_Lake",1986-01-20,"1986-01-13","1986-01-27",1986-01-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","44","Muriel_Lake",1986-01-20,"1986-01-13","1986-01-27",1986-01-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","44","Muriel_Lake",1986-01-22,"1986-01-15","1986-01-29",1986-01-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","44","Muriel_Lake",1986-01-22,"1986-01-15","1986-01-29",1986-01-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","121","Nahwitti_Lake",1985-08-27,"1985-08-20","1985-09-03",1985-08-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","121","Nahwitti_Lake",1985-08-28,"1985-08-21","1985-09-04",1985-08-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","21","Nimpkish_Lake",1985-08-26,"1985-08-19","1985-09-02",1985-08-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","21","Nimpkish_Lake",1985-08-27,"1985-08-20","1985-09-03",1985-08-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","21","Nimpkish_Lake",1985-11-10,"1985-11-03","1985-11-17",1985-11-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","21","Nimpkish_Lake",1985-11-10,"1985-11-03","1985-11-17",1985-11-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","21","Nimpkish_Lake",1985-11-11,"1985-11-04","1985-11-18",1985-11-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","21","Nimpkish_Lake",1985-11-11,"1985-11-04","1985-11-18",1985-11-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","59","Phillips_Lake",1985-10-15,"1985-10-08","1985-10-22",1985-10-15,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","157","Power_Lake",1985-08-24,"1985-08-17","1985-08-31",1985-08-23,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","122","Quatse_Lake",1985-09-14,"1985-09-07","1985-09-21",1985-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","122","Quatse_Lake",1985-09-15,"1985-09-08","1985-09-22",1985-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1985","122","Quatse_Lake",1986-02-13,"1986-02-06","1986-02-20",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1985","62","Skidegate_Lake",1985-09-06,"1985-08-30","1985-09-13",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1985","156","Skidegate_Lake_NE",NA,NA,NA,1985-09-05,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","155","Skidegate_Lake_SW",NA,NA,NA,1985-09-05,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1985","2","Sproat_Lake",1985-09-26,"1985-09-19","1985-10-03",1985-09-26,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","2","Sproat_Lake",1985-09-26,"1985-09-19","1985-10-03",1985-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","64","Tahltan_Lake",1985-10-26,"1985-10-19","1985-11-02",1985-10-25,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","22","Woss_Lake",1985-11-09,"1985-11-02","1985-11-16",1985-11-09,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","22","Woss_Lake",1985-11-09,"1985-11-02","1985-11-16",1985-11-10,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1985","69","Yakoun_Lake",1985-09-02,"1985-08-26","1985-09-09",1985-09-01,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","27","Awun_Lake",NA,NA,NA,1986-09-04,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1986","27","Awun_Lake",NA,NA,NA,1986-09-05,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1986","161","Brannen_Lake",1986-04-16,"1986-04-09","1986-04-23",1986-04-16,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","107","Cheewhat_Lake",1986-08-03,"1986-07-27","1986-08-10",1986-08-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","107","Cheewhat_Lake",1986-09-27,"1986-09-20","1986-10-04",1986-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","107","Cheewhat_Lake",1986-09-28,"1986-09-21","1986-10-05",1986-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","107","Cheewhat_Lake",1986-12-16,"1986-12-09","1986-12-23",1986-12-16,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","29","Devon_Lake",1986-09-07,"1986-08-31","1986-09-14",1986-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","29","Devon_Lake",1986-09-07,"1986-08-31","1986-09-14",1986-09-08,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","29","Devon_Lake",1986-09-08,"1986-09-01","1986-09-15",1986-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","29","Devon_Lake",1986-09-08,"1986-09-01","1986-09-15",1986-09-08,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","25","Eden_Lake",1986-09-07,"1986-08-31","1986-09-14",1986-09-06,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","25","Eden_Lake",1986-09-07,"1986-08-31","1986-09-14",1986-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","1","Great_Central_Lake",1986-10-02,"1986-09-25","1986-10-09",1986-10-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","1","Great_Central_Lake",1986-10-02,"1986-09-25","1986-10-09",1986-10-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","1","Great_Central_Lake",1986-10-03,"1986-09-26","1986-10-10",1986-10-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","1","Great_Central_Lake",1986-10-03,"1986-09-26","1986-10-10",1986-10-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","3","Henderson_Lake",1986-08-30,"1986-08-23","1986-09-06",1986-08-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","3","Henderson_Lake",1986-08-30,"1986-08-23","1986-09-06",1986-08-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","3","Henderson_Lake",1986-08-31,"1986-08-24","1986-09-07",1986-08-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","3","Henderson_Lake",1986-08-31,"1986-08-24","1986-09-07",1986-08-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","3","Henderson_Lake",1986-09-23,"1986-09-16","1986-09-30",1986-09-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","3","Henderson_Lake",1986-09-24,"1986-09-17","1986-10-01",1986-09-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","3","Henderson_Lake",1986-12-02,"1986-11-25","1986-12-09",1986-12-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","50","Heydon_Lake",1986-09-12,"1986-09-05","1986-09-19",1986-09-11,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-06-06,"1986-05-30","1986-06-13",1986-06-05,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-06-06,"1986-05-30","1986-06-13",1986-06-12,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-08-31,"1986-08-24","1986-09-07",1986-08-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-08-31,"1986-08-24","1986-09-07",1986-08-31,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-09-01,"1986-08-25","1986-09-08",1986-08-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-09-01,"1986-08-25","1986-09-08",1986-08-31,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-09-16,"1986-09-09","1986-09-23",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-09-27,"1986-09-20","1986-10-04",1986-09-26,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-09-27,"1986-09-20","1986-10-04",1986-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-12-15,"1986-12-08","1986-12-22",1986-12-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","6","Hobiton_Lake",1986-12-16,"1986-12-09","1986-12-23",1986-12-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1986","6","Hobiton_Lake",NA,NA,NA,1986-05-09,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1986","6","Hobiton_Lake",NA,NA,NA,1986-05-10,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1986","6","Hobiton_Lake",NA,NA,NA,1986-06-29,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
